month,hour,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,wd,station,PM2.5
6,3,142.0,11.0,33.0,1400.0,80.0,22.8,1001.6,15.4,0.0,2.8,E,Guanyuan,71.0
7,20,73.0,3.0,55.0,1000.0,138.0,28.6,990.8,22.6,0.0,0.8,ENE,Changping,76.0
9,18,119.0,19.0,73.0,1800.0,45.0,18.3,1010.9,15.5,0.0,0.0,N,Gucheng,136.0
12,15,16.0,8.0,18.0,300.0,59.0,1.9,1020.8,-22.9,0.0,4.3,NW,Nongzhanguan,15.0
1,23,247.0,20.0,73.0,3300.0,3.0,-3.5,1022.1,-4.2,0.0,0.1,NW,Dongsi,247.0
7,7,27.0,2.0,31.0,600.0,31.0,21.7,1004.4,18.9,0.2,1.1,NW,Nongzhanguan,13.0
3,7,184.0,16.0,127.0,1800.0,2.0,5.9,1024.9,1.2,0.0,0.2,SW,Wanliu,128.0
12,2,51.0,8.0,46.0,1700.0,9.0,-3.4,1028.1,-9.6,0.0,0.6,NW,Changping,51.0
8,11,6.0,1.0,6.0,400.0,60.0,25.3,1009.3,6.5,0.0,0.8,S,Shunyi,6.0
8,7,154.0,2.0,47.0,1200.0,48.0,26.0,998.3,23.1,0.0,0.5,NNE,Gucheng,109.0
4,12,37.0,8.0,8.0,300.0,70.0,12.7,1008.7,-4.0,0.0,5.6,NW,Dingling,14.0
9,15,10.0,5.0,21.0,300.0,68.0,24.8,1007.7,-2.8,0.0,2.1,WSW,Huairou,10.0
1,6,20.0,6.0,23.0,600.0,21.0,-7.0,1019.2,-15.7,0.0,2.0,NE,Huairou,19.0
10,1,149.0,4.0,84.0,1500.0,2.0,14.4,1017.4,11.9,0.0,0.3,SW,Shunyi,125.0
8,1,47.0,3.0,44.0,900.0,27.0,24.9,1001.9,24.0,0.0,1.2,SW,Nongzhanguan,39.0
5,18,157.0,2.0,15.0,200.0,89.0,17.0,1014.0,1.0,0.0,4.6,WNW,Shunyi,17.0
1,20,8.0,13.0,21.0,400.0,58.0,1.5,1022.6,-21.7,0.0,1.9,NNW,Changping,15.0
12,7,6.0,7.0,10.0,300.0,65.0,-4.0,1024.7,-18.3,0.0,1.4,E,Gucheng,11.0
3,21,136.0,23.0,93.0,600.0,81.0,15.8,1020.6,1.1,0.0,4.3,SW,Wanliu,66.0
8,17,26.0,2.0,24.0,700.0,168.0,28.4,998.8,17.3,0.0,2.7,WSW,Wanshouxigong,25.0
10,15,12.0,2.0,12.0,200.0,82.0,26.5,1013.4,-1.4,0.0,1.0,W,Wanliu,6.0
4,4,59.0,11.0,57.0,400.0,14.0,7.4,1012.2,2.1,0.0,0.5,WNW,Shunyi,49.0
9,21,14.0,2.0,49.0,800.0,44.0,19.9,1005.5,17.1,0.0,1.1,ENE,Wanshouxigong,14.0
10,2,47.0,10.0,54.0,500.0,9.0,4.9,1016.3,0.8,0.0,0.9,NNE,Aotizhongxin,40.0
12,16,27.0,2.0,9.0,,74.5416,-0.5,1015.3,-20.8,0.0,3.0,WSW,Gucheng,8.0
6,5,51.0,2.0,,300.0,2.0,13.4,1003.3,10.4,0.0,0.3,WNW,Shunyi,13.0
2,23,203.0,2.0,49.0,3000.0,4.0,1.0,1018.0,0.3,0.5,0.4,ESE,Shunyi,203.0
7,9,134.0,13.0,35.0,900.0,72.0,27.7,1002.3,23.9,0.0,0.6,ESE,Guanyuan,167.0
10,2,16.0,2.0,17.0,1100.0,2.0,13.2,1012.8,12.4,0.0,0.2,WNW,Tiantan,16.0
11,21,17.0,3.0,41.0,600.0,16.0,1.6,1022.5,0.6,0.6,2.7,ENE,Tiantan,17.0
10,3,135.0,7.0,54.0,1200.0,2.0,14.2,1017.3,12.2,0.0,1.5,E,Nongzhanguan,79.0
9,17,105.0,2.0,46.0,900.0,174.0,23.3,1009.0,9.3,0.0,1.7,SSW,Wanshouxigong,105.0
8,1,6.0,2.0,14.0,100.0,53.0,20.8,1000.4,16.2,0.0,1.9,NNW,Changping,6.0
9,11,16.0,2.0,4.0,200.0,38.0,22.7,1012.4,10.2,0.0,2.7,ESE,Huairou,6.0
1,19,33.0,16.0,86.0,900.0,5.0,-0.5,1023.1,-22.6,0.0,2.1,WNW,Nongzhanguan,22.0
1,18,39.0,2.0,17.0,400.0,54.0,-7.7,1024.6,-23.5,0.0,2.3,NNW,Shunyi,15.0
3,11,268.0,37.0,87.0,1800.0,24.0,10.6,1013.5,0.9,0.0,0.9,N,Guanyuan,226.0
1,11,12.0,6.0,15.0,700.0,48.0,-1.6,1027.3,-18.2,0.0,2.8,NE,Wanliu,5.0
2,21,167.0,37.0,101.0,1000.0,17.0,5.3,1012.4,-12.2,0.0,2.1,SE,Tiantan,106.0
1,12,37.0,12.0,29.0,1000.0,46.0,-5.3,1032.3,-23.7,0.0,2.6,ENE,Wanshouxigong,37.0
6,6,70.0,10.0,81.0,1000.0,4.0,19.2,1008.8,7.6,0.0,0.8,NNE,Nongzhanguan,23.0
9,20,121.0,24.0,40.0,1300.0,156.0,23.9,1011.8,17.4,0.0,1.2,SE,Dongsi,85.0
5,0,66.0,2.0,35.0,700.0,19.0,12.7,1009.2,11.6,0.0,0.2,SW,Wanliu,66.0
8,7,22.0,2.0,39.0,500.0,25.0,23.6,1003.0,18.7,0.0,1.0,NE,Tiantan,22.0
6,2,115.0,10.0,13.0,800.0,113.0,21.7,999.1,17.1,0.0,1.5,NW,Huairou,115.0
5,20,100.0,3.0,33.0,300.0,74.0,20.4,999.1,1.8,0.0,1.4,W,Huairou,12.0
9,13,71.0,18.0,33.0,800.0,84.0,25.6,1009.4,7.7,0.0,2.0,ESE,Tiantan,16.0
10,20,115.0,9.0,102.0,700.0,8.0,7.0,1020.9,1.3,0.0,1.0,WSW,Wanshouxigong,49.0
7,19,44.0,2.0,22.0,400.0,145.0,29.9,995.2,11.9,0.0,1.7,WSW,Guanyuan,13.0
6,22,27.0,0.5712,45.5766,,90.1782,20.6,996.6,20.3,0.1,2.0,NE,Aotizhongxin,44.0
6,13,162.0,19.0,18.0,1800.0,184.0,30.3,997.2,21.4,0.0,1.8,S,Huairou,162.0
3,20,207.0,48.0,159.0,1300.0,55.0,16.7,1003.8,7.6,0.0,1.1,SSW,Wanliu,157.0
3,17,288.0,52.0,41.0,1800.0,166.0,15.9,1010.2,0.4,0.0,2.1,SSW,Dongsi,288.0
6,12,123.0,27.0,22.0,1100.0,161.0,28.0,1001.0,15.0,0.0,1.9,SSE,Huairou,76.0
5,17,97.0,5.0,22.0,300.0,,28.1,992.8,-1.0,0.0,2.8,N,Wanliu,23.0
10,6,54.0,8.0,66.0,500.0,1.0,2.1,1019.0,1.8,0.0,0.2,NNE,Aotizhongxin,36.0
3,14,248.0,32.0,62.0,1600.0,12.0,6.9,1009.3,3.0,0.0,1.1,N,Wanshouxigong,232.0
11,6,36.0,5.0,44.0,2300.0,2.0,1.9,1026.4,1.3,0.0,0.1,,Shunyi,36.0
12,9,178.0,51.0,84.0,5400.0,7.0,-4.9,1021.0,-16.2,0.0,1.2,W,Changping,93.0
4,7,91.0,6.0,14.0,500.0,73.0,7.9,1007.3,-13.1,0.0,3.9,NW,Aotizhongxin,31.0
1,11,104.0,21.0,80.0,2100.0,9.0,0.625,1023.0,-10.0,0.0,1.1,NW,Dongsi,60.0
7,9,102.0,4.0,50.0,1000.0,86.0,26.7,1001.9,18.0,0.0,1.3,ESE,Wanshouxigong,102.0
7,15,200.0,12.0,20.0,1500.0,213.0,30.5,1000.4,23.2,0.0,2.9,SE,Shunyi,200.0
11,11,34.0,1.0,,200.0,63.189,10.3,1010.5,-9.4,0.0,2.1,NNW,Dingling,3.0
2,18,15.0,8.0,11.0,400.0,63.0,-0.6,1024.1,-20.9,0.0,6.6,NW,Aotizhongxin,9.0
1,5,158.0,35.0,100.0,4200.0,7.0,-7.225,1030.0,-11.1,0.0,1.2,NE,Wanliu,158.0
3,15,5.0,5.0,8.0,300.0,106.0,25.9,1007.0,-1.9,0.0,1.8,S,Aotizhongxin,12.0
1,15,17.0,3.0,18.0,700.0,52.0,3.89,1018.0,-15.6,0.0,2.7,SW,Gucheng,8.0
11,3,170.0,42.2688,100.597,,0.6426,6.2,1012.9,0.7,0.0,0.4,NNW,Dingling,153.0
9,6,13.0,2.0,22.0,300.0,17.0,17.6,999.8,15.6,0.0,0.6,NNW,Gucheng,9.0
12,22,254.0,2.0,91.0,3300.0,2.0,-1.7,1020.8,-5.6,0.0,0.6,NE,Tiantan,254.0
10,18,45.0,2.0,26.0,100.0,45.0,14.0,1012.3,-6.3,0.0,2.7,NW,Nongzhanguan,7.0
2,17,65.0,11.0,53.0,800.0,81.0,14.8,1012.2,-9.3,0.0,3.4,SSW,Wanliu,54.0
11,11,217.0,20.0,76.0,3200.0,,7.1,1019.3,4.4,0.0,1.1,ENE,Nongzhanguan,217.0
4,10,136.0,4.0,27.0,600.0,114.0,24.0,1007.3,2.2,0.0,1.7,SSE,Huairou,65.0
1,21,20.0,9.0,28.0,800.0,47.0,-3.3,1019.7,-17.7,0.0,1.4,N,Changping,17.0
7,2,278.0,5.0,125.0,2200.0,2.0,24.5,998.5,23.3,0.0,0.3,ENE,Dongsi,278.0
11,23,7.0,2.0,20.0,200.0,45.0,11.6,1023.0,-7.3,0.0,1.4,NE,Wanliu,4.0
4,19,143.0,12.0,55.0,2300.0,95.0,17.3,1003.5,-1.9,0.0,0.2,WSW,Gucheng,49.0
2,13,6.0,7.0,4.0,100.0,75.0,1.0,1017.7,-16.9,0.0,3.0,N,Dingling,5.0
8,11,56.0,5.712,74.9345,2800.0,1.0,24.2,994.2,22.6,0.0,0.9,ENE,Wanliu,105.0
4,10,14.0,11.0,41.0,200.0,76.4694,11.0,1015.1,-9.9,0.0,6.4,NNW,Wanliu,7.0
8,4,25.0,2.0,26.0,900.0,59.0,21.2,1006.9,15.9,0.0,1.8,ESE,Aotizhongxin,25.0
10,23,52.0,2.0,13.0,800.0,23.0,9.7,1011.0,8.9,0.2,1.8,ENE,Huairou,52.0
11,16,62.0,2.0,31.0,1000.0,27.0,7.2,1027.7,1.9,0.0,0.9,ESE,Shunyi,62.0
10,21,25.0,2.0,29.0,300.0,42.0,9.2,1019.5,-6.3,0.0,1.1,NNE,Dongsi,11.0
7,19,59.0,10.0,30.0,900.0,197.0,29.1,1002.7,10.2,0.0,2.1,SSE,Nongzhanguan,32.0
2,1,200.0,62.0,125.0,2900.0,2.0,-4.0,1016.0,-15.9,0.0,0.7,NE,Nongzhanguan,189.0
12,19,114.0,51.0,105.0,1600.0,3.0,-1.6,1013.4,-15.4,0.0,0.7,S,Shunyi,72.0
1,0,31.0,21.0,29.0,900.0,43.0,-4.175,1021.0,-21.4,0.0,1.5,NE,Changping,22.0
1,8,103.0,41.0,79.0,2000.0,4.0,3.7,1015.0,-12.3,0.0,1.0,SW,Huairou,50.0
12,8,33.0,15.0,48.0,800.0,16.0,2.0,1027.0,-8.7,0.0,1.4,NNE,Dongsi,24.0
8,1,19.0,2.0,5.0,400.0,54.0,17.6,991.8,15.9,0.0,0.5,N,Huairou,19.0
6,0,228.0,15.0,64.0,1200.0,53.0,24.4,996.5,19.2,0.0,1.3,SSE,Guanyuan,81.0
10,8,144.0,2.0,51.0,1400.0,2.0,13.3,1018.0,12.7,0.0,0.8,N,Shunyi,144.0
5,0,24.0,3.0,17.0,300.0,61.0,14.4,999.7,6.7,0.0,1.3,WNW,Huairou,13.0
6,16,89.0,4.0,26.0,900.0,174.0,24.3,996.3,21.0,2.0,1.8,N,Wanliu,36.0
1,18,213.0,21.0,140.0,4300.0,2.0,0.7,1021.1,-3.4,0.0,0.7,ENE,Wanshouxigong,213.0
12,5,11.0,9.0,14.0,400.0,56.0,4.0,1018.8,-10.1,0.0,5.5,NW,Aotizhongxin,11.0
5,12,33.0,2.0,10.0,300.0,111.0,23.1,1006.8,-6.9,0.0,2.8,WNW,Gucheng,18.0
11,17,33.0,13.0,56.0,600.0,29.988,7.8,1017.7,-0.7,0.0,1.1,SW,Guanyuan,29.0
12,17,110.0,31.0,80.0,1600.0,6.0,0.9,1024.5,-13.2,0.0,1.9,WSW,Wanliu,94.0
11,16,83.0,22.0,72.0,1300.0,13.0,6.8,1020.8,-10.5,0.0,1.1,ESE,Changping,49.0
9,4,21.0,3.0,45.0,200.0,15.0,25.7,990.1,-2.0,0.0,2.6,WNW,Guanyuan,8.0
9,22,65.0,2.0,54.0,1300.0,18.0,18.8,1013.0,15.3,0.0,2.3,SW,Tiantan,65.0
5,8,113.0,47.0,71.0,1800.0,35.0,23.9,1001.0,11.9,0.0,1.1,E,Wanshouxigong,78.0
3,2,154.0,28.0,144.0,2900.0,2.0,-1.5,1012.7,-7.6,0.0,1.0,ENE,Wanliu,154.0
5,16,129.0,37.0,23.0,1100.0,204.0,27.4,1005.1,5.0,0.0,3.6,SW,Changping,47.0
12,6,110.0,36.0,59.0,3200.0,4.0,-7.9,1007.1,-16.8,0.0,1.6,WNW,Huairou,80.0
1,22,159.0,35.0,68.0,2200.0,2.0,-0.5,1022.1,-5.9,0.0,2.9,ESE,Shunyi,88.0
3,21,143.0,13.0,30.0,500.0,86.0,10.2,1012.4,-7.1,0.0,1.8,E,Changping,47.0
3,20,180.0,16.0,78.0,1399.0,32.0,3.3,1000.4,-1.5,0.0,1.2,SSE,Huairou,178.0
7,16,26.0,10.0,18.0,100.0,90.0,32.6,995.8,10.6,0.0,3.1,NNE,Wanliu,14.0
2,21,432.0,93.0,139.0,3900.0,1.0,-0.9,1019.0,-4.6,0.0,1.5,ENE,Guanyuan,451.0
9,6,83.0,9.4248,56.0469,1400.0,7.0,17.7,1011.4,17.1,1.3,1.7,NNE,Wanliu,66.0
3,5,118.0,90.0,85.0,2700.0,3.0,2.6,1016.7,-6.0,0.0,0.4,NNE,Aotizhongxin,73.0
9,6,88.0,2.0,42.0,1200.0,2.0,16.2,1011.4,15.7,0.0,1.1,NE,Wanshouxigong,82.0
4,22,136.0,7.0,70.0,600.0,60.0,20.3,998.8,0.1,0.0,2.2,SW,Aotizhongxin,48.0
9,5,43.0,2.0,44.0,500.0,2.0,20.9,1002.8,17.1,0.0,0.5,W,Guanyuan,19.0
1,6,79.0,3.0,55.0,1700.0,2.0,-7.6,1015.9,-10.0,0.0,1.0,NW,Huairou,79.0
9,20,166.0,16.0,99.0,1600.0,10.0,17.9,1010.9,15.9,0.0,0.0,N,Changping,162.0
10,19,123.0,2.0,67.0,1400.0,2.0,10.475,1011.0,7.3,0.1,1.0,SW,Dongsi,89.0
10,3,15.0,2.0,18.0,200.0,47.0,7.0,1022.3,-11.2,0.0,1.7,NNW,Tiantan,3.0
3,1,96.0,82.0,56.0,1300.0,99.0,7.8,1016.5,-10.6,0.0,1.3,SSE,Tiantan,76.0
7,21,67.0,6.0,64.0,900.0,70.0,27.9,1002.4,18.3,0.0,1.6,NNW,Guanyuan,56.0
11,22,38.0,5.0,76.0,900.0,2.0,3.1,1006.7,-4.6,0.0,1.0,NNE,Gucheng,33.0
8,5,26.0,2.0,24.0,600.0,34.0,17.2,1001.1,17.2,0.0,0.1,N,Gucheng,19.0
12,5,16.0,4.0,11.0,300.0,52.0,-2.7,1030.0,-22.6,0.0,2.4,N,Aotizhongxin,4.0
2,6,97.0,37.0,83.0,2100.0,7.0,3.0,1007.0,-13.8,0.0,2.0,E,Gucheng,77.0
7,17,76.0,10.0,19.0,800.0,275.0,29.8,999.3,14.7,0.0,2.4,SSE,Dingling,72.0
9,15,149.0,67.0,50.0,2100.0,130.0,25.1,1010.8,19.7,0.0,1.9,ESE,Dongsi,137.0
6,7,298.0,23.0,44.0,2600.0,66.0,23.0,1002.4,18.5,0.0,1.1,NNE,Wanliu,298.0
4,10,144.0,11.0,95.0,900.0,17.0,14.9,1010.5,-0.1,0.0,1.0,WNW,Tiantan,73.0
9,6,16.0,2.0,43.0,300.0,10.0,12.6,1010.3,6.0,0.0,1.4,NNE,Dongsi,10.0
3,22,73.0,12.0,36.0,400.0,68.0,9.2,1015.5,-7.9,0.0,3.5,SSW,Guanyuan,43.0
6,13,12.0,2.0,11.0,300.0,138.0,31.4,999.5,11.2,0.0,1.9,SE,Gucheng,12.0
10,16,68.0,2.0,53.0,1300.0,6.0,12.1,1011.0,5.9,0.0,1.1,S,Tiantan,66.0
2,23,343.0,73.0,88.0,3300.0,1.0,3.2,1022.2,-2.1,0.0,2.7,ESE,Dingling,343.0
2,8,62.0,2.0,31.0,1800.0,13.0,-2.0,1016.0,-2.7,0.5,0.7,NE,Huairou,55.0
8,1,20.0,2.0,17.0,500.0,110.0,20.2,997.0,20.0,0.0,0.5,ESE,Gucheng,20.0
11,11,28.0,6.0,47.0,1100.0,23.0,9.2,1031.0,-5.9,0.0,2.2,WSW,Aotizhongxin,19.0
9,3,98.0,2.0,26.0,,2.0,15.4,1010.0,14.1,0.0,0.0,N,Shunyi,77.0
3,2,172.0,22.0,28.0,1200.0,93.0,13.8,1003.8,2.7,0.0,0.9,WNW,Dingling,152.0
4,12,123.0,25.0,59.0,500.0,91.0,20.9,998.6,-1.0,0.0,2.8,ENE,Gucheng,34.0
8,7,43.0,2.0,46.0,800.0,58.0,25.6,1006.3,16.4,0.0,1.9,ENE,Wanshouxigong,31.0
8,11,92.0,22.0,27.0,600.0,70.0,34.2,997.3,13.6,0.0,3.6,WNW,Dongsi,34.0
6,18,77.0,2.0,21.0,800.0,159.0,25.9,1004.4,15.6,0.0,2.5,SSW,Wanshouxigong,70.0
12,12,21.0,21.0,38.0,,25.9182,4.1,1026.5,-16.9,0.0,1.1,NNW,Wanliu,13.0
2,3,27.0,6.0,13.0,300.0,76.0,6.8,1012.8,-16.6,0.0,6.0,NW,Tiantan,11.0
2,5,8.0,7.0,11.0,300.0,64.0,-6.8,1025.5,-20.8,0.0,2.6,NNE,Wanliu,6.0
3,6,120.0,6.0,25.0,1000.0,49.0,5.1,1021.0,-0.5,0.0,1.7,NW,Huairou,116.0
4,13,150.0,2.0,7.0,200.0,104.0,18.9,1017.8,-19.6,0.0,4.9,NW,Dongsi,3.0
2,13,86.0,43.0,54.0,1300.0,47.0,7.0,1023.0,-11.2,0.0,3.2,N,Wanliu,86.0
9,11,249.0,19.0,110.0,1500.0,4.0,17.5,1013.4,14.9,0.0,1.4,NE,Aotizhongxin,214.0
11,4,188.0,2.0,61.0,3400.0,2.0,7.2,1004.0,6.3,0.0,0.5,ENE,Shunyi,159.0
5,11,20.0,3.0,11.0,200.0,108.0,23.5,1003.1,4.4,0.0,3.5,NW,Aotizhongxin,11.0
1,8,163.0,43.0,90.0,3200.0,2.0,-6.1,1031.0,-10.3,0.0,1.6,NE,Dongsi,153.0
7,10,114.0,10.0,48.0,1000.0,50.0,30.2,1002.5,23.4,0.0,0.9,NNE,Guanyuan,114.0
1,23,20.0,12.0,18.0,100.0,47.0,-3.0,1020.6,-17.4,0.0,1.4,N,Dingling,17.0
9,6,37.0,1.0,44.0,800.0,1.0,9.2,1019.6,6.6,0.0,0.6,WSW,Tiantan,15.0
10,20,242.0,3.0,88.0,1600.0,44.0,15.2,1014.4,13.6,0.0,0.1,SE,Guanyuan,228.0
6,2,104.0,3.0,5.0,100.0,22.0,18.0,1004.6,17.0,0.0,0.5,WSW,Shunyi,106.0
12,19,147.0,16.0,89.0,2500.0,4.0,0.9,1020.9,-4.5,0.0,1.2,NW,Changping,127.0
1,23,90.0,25.0,75.0,1900.0,14.0,-5.0,1023.0,-12.4,0.0,0.6,SSW,Shunyi,90.0
10,2,111.0,3.0,89.0,1300.0,2.0,8.8,1017.9,4.4,0.0,0.4,NW,Wanshouxigong,76.0
11,3,327.0,27.0,112.0,4200.0,7.0,-1.3,1019.3,-4.1,0.0,0.2,,Shunyi,299.0
12,21,231.0,63.0,120.0,4300.0,2.0,-1.1,1025.0,-10.0,0.0,0.8,E,Dingling,231.0
4,22,136.0,6.0,48.0,1100.0,48.0,6.6,1013.1,1.5,0.0,1.2,NNE,Huairou,136.0
8,17,77.0,5.0,22.0,600.0,44.0,23.3,993.3,23.3,0.0,1.0,SW,Huairou,21.0
2,3,307.0,26.0,89.0,6100.0,2.0,-2.0,1010.0,-7.9,0.0,2.1,WNW,Huairou,290.0
6,14,234.0,65.0,35.0,1700.0,228.0,29.2,999.1,16.0,0.0,2.4,SW,Huairou,160.0
5,23,95.0,14.0,38.0,600.0,138.0,23.0,1002.4,10.8,0.0,2.7,SSW,Dongsi,89.0
5,22,47.0,9.0,46.0,500.0,135.0,25.1,1004.8,10.5,0.0,2.2,SW,Wanliu,42.0
1,8,208.0,103.0,115.0,4800.0,3.0,3.0,1006.0,-5.7,0.0,0.8,SW,Wanshouxigong,115.0
12,12,131.0,91.0,73.0,1900.0,14.0,8.2,1009.0,-9.3,0.0,1.2,SSE,Changping,120.0
3,13,98.0,46.0,40.0,,66.0,6.8,1021.2,-18.1,0.0,4.0,WSW,Nongzhanguan,93.0
9,8,202.0,8.0,85.0,1800.0,5.0,19.5,1006.2,16.7,0.0,1.4,E,Nongzhanguan,202.0
4,3,96.0,14.0,21.0,1000.0,24.0,8.8,1003.5,-0.8,0.0,1.1,SSW,Huairou,38.0
5,7,108.0,4.0,63.0,700.0,5.0,15.3,1006.9,2.1,0.0,1.0,SW,Wanshouxigong,40.0
7,9,38.0,13.0,29.0,900.0,46.0,25.5,1005.9,8.5,0.0,2.4,E,Dongsi,16.0
8,13,8.0,2.0,15.0,300.0,99.0,34.2,997.3,12.5,0.0,1.7,NE,Aotizhongxin,8.0
10,18,43.0,2.0,48.0,1400.0,2.0,14.9,1009.9,14.1,0.3,1.5,ENE,Nongzhanguan,43.0
1,9,41.0,22.0,29.0,1100.0,34.0,-2.0,1019.0,-20.9,0.0,2.1,NNW,Dingling,28.0
8,14,67.0,2.0,6.0,400.0,148.0,29.5,998.2,19.5,0.0,2.4,ESE,Changping,38.0
2,7,17.0,7.0,25.0,300.0,68.0,-5.1,1034.6,-20.4,0.0,1.0,ENE,Wanshouxigong,5.0
10,1,41.0,2.0,48.0,700.0,2.0,14.6,1007.1,13.8,0.0,1.8,SW,Shunyi,41.0
7,23,50.0,7.0,129.0,1000.0,2.0,23.3,998.6,18.6,0.0,0.1,N,Aotizhongxin,50.0
6,7,106.0,8.0,106.0,900.0,8.0,20.8,1007.6,7.4,0.0,1.1,NNE,Guanyuan,52.0
12,7,27.0,94.0,36.0,800.0,26.0,1.8,1016.2,-11.7,0.0,1.8,NNE,Changping,25.0
12,1,148.0,44.0,95.0,2900.0,3.0,1.5,1026.1,-3.6,0.0,0.2,NE,Wanliu,148.0
2,22,12.0,3.0,6.0,100.0,74.0,-3.8,1025.7,-20.5,0.0,6.0,N,Wanliu,10.0
4,8,70.0,2.0,23.0,300.0,65.0,16.2,1012.7,-2.8,0.0,3.1,ENE,Wanshouxigong,17.0
4,18,90.0,14.0,41.0,700.0,91.0,13.5,1009.1,3.3,0.0,2.0,SE,Changping,89.0
4,1,59.0,11.0,35.0,500.0,61.0,13.2,1017.7,6.5,0.0,1.0,SE,Nongzhanguan,37.0
2,21,110.0,5.0,35.0,400.0,36.0,-0.7,1018.6,-16.2,0.0,0.6,WSW,Guanyuan,36.0
10,17,171.0,30.0,68.0,1300.0,127.0,22.4,1007.8,9.9,0.0,1.4,SSW,Wanliu,167.0
8,17,38.0,2.0,33.0,800.0,68.0,24.0,999.0,18.2,0.0,1.7,WNW,Changping,38.0
11,14,18.0,18.0,21.1459,,48.8376,10.9,1017.3,-11.9,0.0,2.3,NNE,Wanliu,18.0
12,18,511.0,8.0,116.0,6400.0,3.0,-3.6,1012.8,-4.0,0.0,1.0,E,Dongsi,493.0
7,17,42.0,2.0,8.0,1200.0,51.0,29.6,991.9,25.4,0.0,2.7,NE,Huairou,28.0
2,17,20.0,3.0,12.0,200.0,70.0,10.0,1015.0,-13.3,0.0,4.1,N,Dongsi,14.0
3,12,29.0,23.0,38.0,2000.0,60.0,9.0,1018.4,-10.5,0.0,2.1,ESE,Shunyi,47.0
1,18,10.0,2.0,6.0,300.0,74.0,0.0,1021.0,-16.8,0.0,3.4,WNW,Dingling,10.0
7,2,57.0,3.0,95.0,700.0,2.0,23.4,997.4,22.6,0.0,0.0,W,Aotizhongxin,57.0
9,16,114.0,6.0,29.0,600.0,206.0,28.0,1001.2,11.5,0.0,1.8,SSE,Gucheng,45.0
7,20,89.0,3.0,23.0,500.0,171.0,30.4,995.2,21.2,0.0,1.6,NNW,Changping,53.0
1,16,71.0,52.0,126.0,2000.0,6.0,7.8,1012.6,-13.2,0.0,1.4,ENE,Wanliu,71.0
3,22,121.0,3.0,10.0,300.0,80.0,4.1,1021.0,-21.9,0.0,3.4,NNW,Huairou,10.0
10,12,194.0,13.0,39.0,1500.0,139.0,22.9,1007.9,14.2,0.0,2.3,ESE,Dingling,194.0
11,16,44.0,7.0,37.0,1500.0,2.0,0.0,1027.9,-0.6,0.1,1.3,ESE,Guanyuan,44.0
10,5,153.0,17.9928,81.0935,1700.0,1.0,17.5,1009.8,17.0,0.8,0.7,NE,Wanliu,191.0
6,12,87.0,2.0,64.0,800.0,76.0,19.8,1000.8,14.8,1.0,1.9,SSW,Aotizhongxin,50.0
12,18,458.0,14.0,160.0,3900.0,3.0,-1.3,1021.9,-6.5,0.0,0.6,S,Wanshouxigong,392.0
4,19,163.0,37.0,24.0,1000.0,166.0,20.9,1005.5,15.4,0.2,0.7,W,Tiantan,130.0
11,7,178.0,2.0,72.0,2400.0,2.0,-3.8,1012.0,-5.6,0.0,2.0,NNW,Huairou,145.0
2,12,5.0,4.0,10.0,300.0,73.0,6.8,1024.3,-13.5,0.0,3.8,N,Aotizhongxin,7.0
1,0,211.0,126.0,112.0,4900.0,,-6.1,1027.1,-14.4,0.0,0.7,NNE,Wanliu,156.0
9,6,96.0,3.0,28.0,1400.0,9.0,19.0,1012.7,16.8,0.0,1.8,E,Shunyi,79.0
12,19,74.0,10.0,7.0,300.0,65.0,6.7,1004.4,-17.4,0.0,2.4,W,Dingling,22.0
12,7,145.0,60.0,85.0,4800.0,8.0,5.3,1008.1,-15.3,0.0,4.3,WNW,Dongsi,106.0
3,7,125.0,18.0,89.0,,2.7846,1.2,1016.5,-5.1,0.0,1.8,ESE,Gucheng,75.0
11,13,300.0,13.0,120.0,3200.0,8.0,5.8,1024.1,0.3,0.0,2.3,SE,Wanshouxigong,192.0
8,19,116.0,4.0,20.9406,1700.0,166.0,28.6,1001.0,24.8,0.0,1.0,E,Shunyi,88.0
6,16,108.0,25.0,13.0,800.0,221.0,28.6,991.1,11.6,0.0,3.3,ESE,Dingling,46.0
9,19,70.0,3.0,50.0,500.0,69.0,17.2,1016.8,11.7,0.0,1.5,W,Nongzhanguan,30.0
7,12,64.0,2.0,22.0,400.0,163.0,34.5,1002.3,25.9,0.0,1.6,SSW,Aotizhongxin,64.0
11,0,164.0,17.0,90.0,2300.0,2.0,4.6,1011.0,0.2,0.0,1.6,WSW,Huairou,142.0
12,19,68.0,8.0,81.0,1400.0,2.0,-0.2,1027.6,-4.3,0.0,0.1,SE,Shunyi,25.0
11,11,11.0,6.0,19.0,400.0,47.0,11.6,1026.1,-4.6,0.0,2.9,NNE,Tiantan,11.0
12,2,33.0,25.0,28.0,1100.0,22.491,-3.9,1010.8,-10.7,0.0,1.0,WNW,Huairou,49.0
3,7,50.0,9.0,52.0,400.0,14.0,8.4,1013.8,-4.8,0.0,0.9,ESE,Aotizhongxin,9.0
9,16,86.0,12.0,84.0,600.0,43.0,22.4,1013.9,13.2,0.0,1.5,SW,Wanliu,59.0
5,15,168.0,20.0,28.0,900.0,242.0,28.7,992.7,14.9,0.0,1.5,SSE,Changping,141.0
